File created on 2022-02-16 17:44:48 UT
2022 Starlink Space Weather Event - IMF mesurements by DSCOVR Satellite.

year mo dy hr min sec msec bx by bz vx vy vz dens temp
#START
 2022 02 02 15 11 00 000   -1.20  -1.52  -5.65  -420.60	   0.40	 -13.20	  10.63	     44452.0
 2022 02 02 15 12 00 000   -1.32  -1.94  -5.36  -419.60	  -0.80	  -9.40	  11.19	     43578.0
 2022 02 02 15 13 00 000   -1.37  -2.66  -5.02  -419.30	   3.70	 -10.80	  11.15	     44433.0
 2022 02 02 15 14 00 000   -1.45  -3.16  -5.02  -422.10	   3.30	 -17.10	   9.81	     60848.0
 2022 02 02 15 15 00 000   -1.70  -3.23  -5.16  -424.80	   0.70	 -20.20	   9.00	     59155.0
 2022 02 02 15 16 00 000   -1.68  -3.18  -5.25  -425.10	   0.00	 -19.30	   8.85	     58725.0
 2022 02 02 15 17 00 000   -1.53  -3.13  -5.07  -424.60	  -1.00	 -17.00	   9.20	     59600.0
 2022 02 02 15 18 00 000   -1.43  -2.82  -5.58  -424.60	   2.40	 -21.50	   8.69	     59342.0
 2022 02 02 15 19 00 000   -1.53  -2.88  -5.57  -423.70	   0.10	 -22.90	   8.49	     66470.0
 2022 02 02 15 20 00 000   -1.62  -2.89  -5.51  -425.60	   3.30	 -21.30	   8.28	     59961.0
 2022 02 02 15 21 00 000   -1.72  -3.15  -5.22  -425.00	   1.40	 -21.90	   8.29	     66574.0
 2022 02 02 15 22 00 000   -1.67  -3.53  -5.05  -425.20	  -0.70	 -20.10	   8.28	     68678.0
 2022 02 02 15 23 00 000   -1.56  -3.27  -5.37  -426.20	  -2.10	 -21.90	   7.72	     68031.0
 2022 02 02 15 24 00 000   -1.56  -3.39  -5.56  -425.80	   4.30	 -24.00	   7.30	     92294.0
 2022 02 02 15 25 00 000   -1.56  -3.30  -5.54  -423.80	   4.00	 -24.60	   7.55	     76838.0
 2022 02 02 15 26 00 000   -0.98  -2.61  -6.17  -424.40	   2.40	 -29.40	   7.48	     67581.0
 2022 02 02 15 27 00 000   -0.71  -2.00  -6.65  -423.00	   4.20	 -31.40	   7.43	     61545.0
 2022 02 02 15 28 00 000   -0.03  -1.25  -6.68  -419.60	   8.90	 -33.10	   7.49	     74636.0
 2022 02 02 15 29 00 000    0.64  -1.38  -6.45  -415.70	   6.90	 -34.70	   7.66	     76594.0
 2022 02 02 15 30 00 000    0.03  -1.48  -6.40  -418.60	  13.80	 -34.10	   7.80	     84416.0
 2022 02 02 15 31 00 000   -1.12  -2.21  -5.99  -422.50	   9.70	 -27.60	   8.23	     74697.0
 2022 02 02 15 32 00 000   -0.70  -1.17  -6.43  -419.50	  14.90	 -34.90	   7.88	     76422.0
 2022 02 02 15 33 00 000    0.77   4.05  -5.37  -414.50	  44.50	 -33.70	   7.20	     80470.0
 2022 02 02 15 34 00 000    0.97   5.06  -5.17  -414.80	  37.80	 -34.30	   7.23	     74914.0
 2022 02 02 15 35 00 000    1.00   5.16  -5.22  -415.10	  38.20	 -37.20	   7.21	     74792.0
 2022 02 02 15 36 00 000    0.91   4.95  -5.33  -414.50	  35.70	 -34.60	   7.65	     71312.0
 2022 02 02 15 37 00 000    0.70   4.83  -5.37  -413.30	  32.60	 -31.50	   7.85	     68398.0
 2022 02 02 15 38 00 000    0.59   5.10  -5.30  -415.90	  35.90	 -34.30	   7.41	     72503.0
 2022 02 02 15 39 00 000    0.72   5.11  -5.21  -414.90	  34.80	 -35.30	   7.60	     72104.0
 2022 02 02 15 40 00 000    0.64   5.12  -5.18  -416.10	  33.70	 -34.40	   7.69	     69004.0
 2022 02 02 15 41 00 000    0.71   5.00  -4.90  -417.30	  36.60	 -34.40	   7.82	     69829.0
 2022 02 02 15 42 00 000    0.67   5.15  -4.85  -418.00	  37.60	 -35.60	   7.67	     70376.0
 2022 02 02 15 43 00 000    1.03   5.01  -4.88  -417.30	  36.40	 -38.00	   7.41	     72798.0
 2022 02 02 15 44 00 000    0.55   4.92  -5.16  -416.10	  30.00	 -34.60	   7.75	     67140.0
 2022 02 02 15 45 00 000    0.83   4.45  -4.93  -411.70	  24.10	 -21.20	   9.96	     54555.0
 2022 02 02 15 46 00 000    1.76   5.66  -4.10  -413.20	  16.30	 -20.50	  10.39	     32161.0
 2022 02 02 15 47 00 000    3.13   6.42   1.06  -408.00	  13.10	   7.30	  11.64	     17428.0
 2022 02 02 15 48 00 000    3.18   6.38   1.12  -408.30	  15.70	   5.40	  11.63	     17101.0
 2022 02 02 15 49 00 000    3.32   6.51   1.42  -409.00	  16.50	   4.70	  11.18	     15862.0
 2022 02 02 15 50 00 000    3.42   6.76   0.99  -408.20	  17.50	   5.60	  10.86	     12175.0
 2022 02 02 15 51 00 000    3.47   6.77   0.94  -408.80	  17.50	   6.70	  10.79	     11922.0
 2022 02 02 15 52 00 000    3.32   6.71   1.06  -409.10	  16.80	  11.40	  11.32	     14091.0
 2022 02 02 15 53 00 000    3.17   6.57   1.50  -409.90	  13.40	   7.40	  11.42	     16100.0
 2022 02 02 15 54 00 000    3.07   6.42   1.56  -410.40	  12.00	   6.00	  12.08	     16328.0
 2022 02 02 15 55 00 000    3.09   6.41   1.54  -408.50	  11.80	   7.30	  12.28	     16089.0
 2022 02 02 15 56 00 000    3.02   6.52   1.61  -409.30	  11.70	  11.00	  12.20	     15294.0
 2022 02 02 15 57 00 000    3.10   6.63   1.61  -406.70	  11.70	  10.50	  11.26	     13077.0
 2022 02 02 15 58 00 000    3.25   6.98   1.65  -407.90	  16.30	  11.60	   9.47	     25484.0
 2022 02 02 15 59 00 000    3.08   7.23   1.21  -411.30	  20.10	  10.10	   8.62	     40934.0
 2022 02 02 16 00 00 000    3.14   7.26   1.27  -411.00	  19.90	   9.30	   8.44	     43451.0
 2022 02 02 16 01 00 000    3.42   6.75   2.11  -411.70	  18.80	   6.40	   8.50	     45408.0
 2022 02 02 16 02 00 000    3.43   5.67   4.00  -412.90	  17.50	  -0.90	   8.23	     55046.0
 2022 02 02 16 03 00 000    2.89   4.97   5.12  -414.60	  15.40	  -1.00	   7.90	     66122.0
 2022 02 02 16 04 00 000    2.80   6.72   2.77  -414.00	  19.20	  -4.20	   7.96	     57526.0
 2022 02 02 16 05 00 000    2.67   7.53   1.22  -414.00	  22.60	  -0.40	   7.70	     48057.0
 2022 02 02 16 06 00 000    2.91   7.04   2.52  -413.80	  18.10	  -8.90	   8.17	     34329.0
 2022 02 02 16 07 00 000    2.96   6.86   2.85  -413.00	  18.40	  -5.90	   8.59	     31638.0
 2022 02 02 16 08 00 000    2.69   6.21   2.69  -411.90	  20.50	   4.10	   8.72	     48536.0
 2022 02 02 16 09 00 000    2.61   6.42   2.44  -413.30	  22.00	   2.00	   8.62	     54334.0
 2022 02 02 16 10 00 000    2.36   6.23   2.41  -412.90	  21.30	   1.80	   9.33	     46245.0
 2022 02 02 16 11 00 000    2.63   5.74   2.72  -412.40	  17.50	   2.70	   9.11	     47308.0
 2022 02 02 16 12 00 000    2.70   5.41   3.13  -410.60	  13.80	   2.60	   9.33	     46718.0
 2022 02 02 16 13 00 000    2.19   5.10   3.65  -411.60	  15.80	   4.00	   9.43	     55846.0
 2022 02 02 16 14 00 000    2.29   5.40   3.16  -412.50	  14.70	   3.10	   9.34	     54927.0
 2022 02 02 16 15 00 000    2.24   5.47   3.26  -411.80	  15.10	   2.90	   9.37	     50208.0
 2022 02 02 16 16 00 000    2.34   4.99   4.76  -412.20	  15.70	   3.00	   9.03	     47488.0
 2022 02 02 16 17 00 000    2.28   5.61   4.04  -412.40	  14.00	   3.60	   9.15	     47804.0
 2022 02 02 16 18 00 000    2.24   5.51   4.45  -412.30	  16.60	   1.70	   8.71	     47656.0
 2022 02 02 16 19 00 000    1.95   5.66   4.47  -412.80	  15.30	   2.00	   8.93	     48281.0
 2022 02 02 16 20 00 000    1.84   5.52   4.35  -412.90	  16.80	   2.70	   8.75	     50140.0
 2022 02 02 16 21 00 000    1.71   0.18   7.01  -415.50	  17.20	   4.80	   7.25	     71094.0
 2022 02 02 16 22 00 000    1.74  -0.17   7.11  -416.20	  15.40	   6.10	   7.25	     72136.0
 2022 02 02 16 23 00 000    2.06  -0.11   7.05  -415.60	  12.90	   4.50	   7.09	     73908.0
 2022 02 02 16 24 00 000    2.20   0.23   7.06  -414.20	  15.80	   4.70	   7.34	     72016.0
 2022 02 02 16 25 00 000    2.46   0.46   6.97  -411.90	  18.00	   3.30	   7.51	     67941.0
 2022 02 02 16 26 00 000    2.92   0.50   6.72  -410.70	  16.20	  -1.30	   7.71	     77378.0
 2022 02 02 16 27 00 000    2.87   0.23   6.68  -410.50	  15.10	   1.00	   7.91	     78118.0
 2022 02 02 16 28 00 000    2.43  -0.05   6.92  -413.20	  11.80	   2.00	   7.67	     69753.0
 2022 02 02 16 29 00 000    2.12   0.38   7.04  -414.30	  14.30	   4.20	   7.88	     69295.0
 2022 02 02 16 30 00 000    1.96   1.83   7.20  -414.40	  28.70	   6.60	   6.73	     73824.0
 2022 02 02 16 31 00 000    2.12   2.25   7.28  -417.20	  35.30	   3.60	   6.01	    102298.0
 2022 02 02 16 32 00 000    2.20   2.23   7.30  -415.00	  36.10	   0.80	   5.82	     79710.0
 2022 02 02 16 33 00 000    2.23   1.95   7.40  -416.30	  31.90	   0.00	   5.93	     92231.0
 2022 02 02 16 34 00 000    2.31   1.87   7.49  -415.10	  30.40	   1.50	   6.18	     84699.0
 2022 02 02 16 35 00 000    2.26   1.96   7.33  -414.40	  28.10	   4.10	   6.18	     82322.0
 2022 02 02 16 36 00 000    1.93   2.42   7.25  -414.90	  31.40	   7.20	   6.25	     82003.0
 2022 02 02 16 37 00 000    2.20   2.35   7.34  -414.70	  31.00	  10.90	   6.63	     80043.0
 2022 02 02 16 38 00 000    2.36   2.15   7.38  -414.10	  29.70	  10.40	   6.54	     77471.0
 2022 02 02 16 39 00 000    1.99   2.85   7.17  -416.20	  26.80	   4.10	   6.47	     84331.0
 2022 02 02 16 40 00 000    1.91   3.26   7.02  -415.40	  28.20	   7.40	   6.30	     81646.0
 2022 02 02 16 41 00 000    2.02   3.34   6.97  -415.20	  29.40	   4.50	   6.19	     80729.0
 2022 02 02 16 42 00 000    2.17   3.25   7.05  -415.80	  28.70	   6.00	   6.55	     78672.0
 2022 02 02 16 43 00 000    2.58   2.76   7.24  -415.70	  24.00	   4.00	   6.64	     77168.0
 2022 02 02 16 44 00 000    2.64   3.08   7.16  -415.50	  29.20	   6.90	   6.54	     76452.0
 2022 02 02 16 45 00 000    2.38   2.92   7.16  -415.20	  26.30	   8.10	   6.87	     75477.0
 2022 02 02 16 46 00 000    2.37   3.45   6.95  -415.90	  26.00	   5.50	   6.55	     78095.0
 2022 02 02 16 47 00 000    2.25   3.66   6.84  -414.40	  27.30	   7.50	   6.69	     80573.0
 2022 02 02 16 48 00 000    2.10   3.75   6.69  -414.40	  27.60	   8.10	   6.51	     79659.0
 2022 02 02 16 49 00 000    2.02   3.85   6.58  -414.50	  25.40	   6.20	   6.64	     78324.0
 2022 02 02 16 50 00 000    2.08   3.96   6.53  -413.80	  26.50	   6.10	   6.84	     82556.0
 2022 02 02 16 51 00 000    2.10   3.71   6.95  -414.80	  29.90	   3.20	   6.30	     82079.0
 2022 02 02 16 52 00 000    2.10   3.78   6.74  -413.80	  28.30	   4.70	   6.67	     85031.0
 2022 02 02 16 53 00 000    2.27   4.14   6.61  -413.20	  32.30	   4.70	   6.28	     79435.0
 2022 02 02 16 54 00 000    2.37   3.93   6.55  -412.90	  31.50	  10.30	   6.97	     75609.0
 2022 02 02 16 55 00 000    3.19   3.88   6.32  -414.50	  28.50	   5.10	   7.00	    111608.0
 2022 02 02 16 56 00 000    3.14   3.94   6.31  -412.40	  29.40	   5.90	   6.69	     89457.0
 2022 02 02 16 57 00 000    3.11   4.03   6.22  -409.70	  28.90	  12.90	   6.87	     76938.0
 2022 02 02 16 58 00 000    2.84   4.21   6.32  -411.90	  28.40	  13.00	   6.63	     81566.0
 2022 02 02 16 59 00 000    2.88   4.30   6.23  -409.10	  27.00	   9.90	   6.62	     70795.0
 2022 02 02 17 00 00 000    2.96   4.82   5.66  -407.80	  26.10	  18.20	   6.87	     76801.0
 2022 02 02 17 01 00 000    2.79   4.74   5.72  -409.20	  28.20	  12.10	   7.35	     79775.0
 2022 02 02 17 02 00 000    2.72   4.94   5.60  -408.30	  25.00	  18.00	   7.08	     74074.0
 2022 02 02 17 03 00 000    2.92   4.62   5.90  -408.60	  31.30	  13.70	   7.33	     64990.0
 2022 02 02 17 04 00 000    2.33   4.66   6.09  -411.40	  29.70	   8.70	   7.41	     74798.0
 2022 02 02 17 05 00 000    2.98   5.23   5.28  -410.10	  27.50	   9.80	   8.11	     94857.0
 2022 02 02 17 06 00 000    2.78   5.63   5.06  -409.40	  28.30	  11.90	   7.52	     61534.0
 2022 02 02 17 07 00 000    2.51   4.84   6.04  -410.80	  21.50	  11.60	   8.37	     68133.0
 2022 02 02 17 08 00 000    1.96   4.54   6.51  -409.60	  20.10	  13.20	   7.80	     67563.0
 2022 02 02 17 09 00 000    3.01   5.07   4.44  -404.00	  29.50	   8.20	   7.00	     83602.0
 2022 02 02 17 10 00 000    2.80   4.84   4.93  -402.90	  33.90	   7.80	   6.76	     70100.0
 2022 02 02 17 11 00 000    3.05   5.40   4.32  -403.30	  32.90	  13.30	   7.22	     73521.0
 2022 02 02 17 12 00 000    3.09   6.10   3.68  -403.60	  30.60	  11.80	   7.93	     83196.0
 2022 02 02 17 13 00 000    3.09   5.76   4.17  -404.80	  32.30	  13.20	   7.16	     72984.0
 2022 02 02 17 14 00 000    2.94   5.62   4.43  -404.80	  33.10	  16.20	   7.52	     72951.0
 2022 02 02 17 15 00 000    2.83   5.67   4.56  -407.50	  31.50	  12.90	   7.47	     77466.0
 2022 02 02 17 16 00 000    2.95   5.61   4.67  -407.10	  32.30	  10.00	   7.24	     72442.0
 2022 02 02 17 17 00 000    2.85   5.56   4.76  -408.20	  30.70	   0.50	   7.47	     77514.0
 2022 02 02 17 18 00 000    2.54   5.49   5.00  -407.30	  28.10	  10.80	   6.74	     71507.0
 2022 02 02 17 19 00 000    2.67   5.31   5.02  -404.90	  30.70	  18.00	   7.01	     81962.0
 2022 02 02 17 20 00 000    2.35   5.10   5.40  -404.30	  30.90	  18.00	   6.69	     70531.0
 2022 02 02 17 21 00 000    2.57   5.08   5.28  -406.80	  33.10	  14.80	   6.81	     80270.0
 2022 02 02 17 22 00 000    2.59   4.83   5.42  -405.80	  33.80	  17.80	   6.80	     77611.0
 2022 02 02 17 23 00 000    2.86   5.10   5.03  -406.50	  36.20	  12.50	   6.77	     84189.0
 2022 02 02 17 24 00 000    2.57   4.83   5.32  -407.20	  27.90	  15.40	   7.15	     82866.0
 2022 02 02 17 25 00 000    2.67   4.78   5.32  -404.40	  28.00	  13.70	   7.34	     72933.0
 2022 02 02 17 26 00 000    2.54   4.68   5.41  -402.00	  28.40	  14.60	   7.48	     72949.0
 2022 02 02 17 27 00 000    2.57   4.58   5.27  -397.90	  29.30	  10.80	   8.59	     68550.0
 2022 02 02 17 28 00 000    2.25   4.13   5.86  -397.00	  28.30	  14.10	   9.63	     67427.0
 2022 02 02 17 29 00 000    2.47   4.37   5.53  -396.60	  28.70	  12.90	  10.18	     68575.0
 2022 02 02 17 30 00 000    2.51   4.15   5.36  -397.40	  27.80	  15.80	  10.60	     68800.0
 2022 02 02 17 31 00 000    2.45   4.29   5.16  -397.30	  28.30	  15.50	  10.86	     68064.0
 2022 02 02 17 32 00 000    2.76   4.64   4.76  -397.30	  27.80	  12.90	  10.83	     69806.0
 2022 02 02 17 33 00 000    2.65   4.96   4.37  -396.70	  28.50	  14.20	  11.15	     68906.0
 2022 02 02 17 34 00 000    2.65   4.91   4.39  -396.20	  30.70	  12.80	  10.70	     68843.0
 2022 02 02 17 35 00 000    2.40   4.66   5.03  -397.10	  30.70	  12.30	  10.84	     67038.0
 2022 02 02 17 36 00 000    2.54   4.86   4.95  -398.00	  28.90	  11.60	  10.78	     66853.0
 2022 02 02 17 37 00 000    2.57   5.06   4.99  -398.10	  30.80	  11.40	  10.74	     68346.0
 2022 02 02 17 38 00 000    2.55   5.18   5.03  -398.30	  30.90	  11.40	  10.92	     67570.0
 2022 02 02 17 39 00 000    2.48   5.47   4.88  -398.00	  28.80	  12.40	  10.67	     66516.0
 2022 02 02 17 40 00 000    2.45   5.51   4.71  -397.30	  30.30	  11.40	  10.50	     67427.0
 2022 02 02 17 41 00 000    2.58   5.60   4.70  -397.60	  30.50	  11.90	  10.32	     66492.0
 2022 02 02 17 42 00 000    2.70   5.95   4.54  -397.60	  33.00	  10.40	   9.60	     64150.0
 2022 02 02 17 43 00 000    2.60   5.82   4.54  -398.10	  31.40	   9.60	   9.81	     62866.0
 2022 02 02 17 44 00 000    2.76   5.90   4.40  -396.50	  30.60	   9.00	   9.74	     65499.0
 2022 02 02 17 45 00 000    2.79   6.09   4.38  -396.40	  30.50	   5.90	   9.21	     62273.0
 2022 02 02 17 46 00 000    2.88   6.12   4.28  -395.10	  32.90	   7.00	   9.13	     63846.0
 2022 02 02 17 47 00 000    2.97   6.17   4.16  -394.50	  29.90	   4.70	   8.90	     64520.0
 2022 02 02 17 48 00 000    2.97   6.24   3.94  -394.40	  30.90	   4.80	   8.73	     64912.0
 2022 02 02 17 49 00 000    3.17   6.37   3.20  -393.80	  30.00	   1.30	   8.91	     68396.0
 2022 02 02 17 50 00 000    3.10   6.37   3.22  -393.90	  29.70	   2.80	   8.88	     66545.0
 2022 02 02 17 51 00 000    2.77   5.86   4.33  -394.70	  28.70	   3.40	   8.95	     64713.0
 2022 02 02 17 52 00 000    1.86   5.88   4.93  -399.40	  34.10	  14.30	   9.14	     54844.0
 2022 02 02 17 53 00 000    1.10   5.85   5.40  -401.00	  36.20	  14.30	   9.31	     53297.0
 2022 02 02 17 54 00 000    1.81   5.60   5.63  -397.30	  30.10	  15.20	   8.77	     55314.0
 2022 02 02 17 55 00 000    2.41   5.69   5.35  -396.70	  32.60	  12.40	   8.67	     55918.0
 2022 02 02 17 56 00 000    2.54   5.66   5.50  -397.40	  32.70	  16.50	   8.33	     57301.0
 2022 02 02 17 57 00 000    2.40   5.98   5.12  -399.70	  31.40	  20.30	   7.85	     56408.0
 2022 02 02 17 58 00 000    2.34   5.51   5.58  -400.90	  27.30	  22.20	   7.44	     55869.0
 2022 02 02 17 59 00 000    2.76   6.14   4.70  -401.70	  27.40	  23.80	   7.34	     57034.0
 2022 02 02 18 00 00 000    2.42   4.97   5.84  -400.80	  33.50	  17.00	   7.48	     56839.0
 2022 02 02 18 01 00 000    2.45   4.67   6.03  -401.80	  33.90	  18.20	   7.60	     55539.0
 2022 02 02 18 02 00 000    2.64   5.07   5.65  -404.00	  32.00	  16.20	   7.46	     55651.0
 2022 02 02 18 03 00 000    2.79   5.92   5.01  -404.10	  31.30	  18.80	   7.44	     56011.0
 2022 02 02 18 04 00 000    3.18   6.66   4.02  -404.80	  29.40	  15.30	   7.17	     58894.0
 2022 02 02 18 05 00 000    3.05   6.32   4.59  -406.20	  30.60	   9.50	   7.42	     62359.0
 2022 02 02 18 06 00 000    3.31   5.78   5.15  -406.60	  28.80	   7.60	   7.42	     70857.0
 2022 02 02 18 07 00 000    3.18   5.57   5.39  -406.70	  27.00	   4.90	   7.45	     66238.0
 2022 02 02 18 08 00 000    3.12   6.90   3.68  -406.50	  22.20	  11.50	   8.48	     63813.0
 2022 02 02 18 09 00 000    3.17   6.88   3.91  -406.70	  20.00	  14.20	   8.02	     63606.0
 2022 02 02 18 10 00 000    2.78   7.19   3.87  -404.70	  29.70	  20.80	   8.74	     56492.0
 2022 02 02 18 11 00 000    2.71   7.12   3.99  -404.80	  25.30	  23.90	   8.80	     55753.0
 2022 02 02 18 12 00 000    2.53   6.60   4.36  -403.20	  25.10	  30.00	   8.48	     56464.0
 2022 02 02 18 13 00 000    2.39   6.49   4.54  -402.00	  24.60	  31.80	   8.53	     56693.0
 2022 02 02 18 14 00 000    2.56   6.42   4.49  -402.40	  24.20	  31.70	   8.53	     57374.0
 2022 02 02 18 15 00 000    2.06   5.96   5.10  -403.40	  21.60	  32.20	   8.48	     57020.0
 2022 02 02 18 16 00 000    1.85   6.09   4.59  -402.70	  25.20	  31.40	   8.23	     59525.0
 2022 02 02 18 17 00 000    1.77   5.40   5.24  -403.30	  26.50	  31.50	   8.46	     59533.0
 2022 02 02 18 18 00 000    1.78   5.73   4.83  -401.90	  27.20	  31.30	   8.18	     58923.0
 2022 02 02 18 19 00 000    1.79   6.09   4.41  -400.70	  24.40	  29.10	   8.33	     59394.0
 2022 02 02 18 20 00 000    1.61   6.39   3.98  -401.20	  25.50	  26.30	   8.35	     58457.0
 2022 02 02 18 21 00 000    1.52   6.26   4.27  -402.10	  26.80	  25.30	   8.32	     59425.0
 2022 02 02 18 22 00 000    1.37   6.16   4.86  -402.20	  31.20	  26.40	   8.06	     57036.0
 2022 02 02 18 23 00 000    1.32   5.28   5.74  -403.10	  26.90	  28.30	   8.24	     56562.0
 2022 02 02 18 24 00 000    1.31   5.47   5.37  -403.10	  28.90	  24.70	   8.38	     57948.0
 2022 02 02 18 25 00 000    1.39   5.39   5.27  -402.50	  28.30	  25.40	   8.07	     58195.0
 2022 02 02 18 26 00 000    1.24   4.83   5.74  -402.50	  27.80	  28.90	   8.27	     57528.0
 2022 02 02 18 27 00 000    1.51   3.51   6.31  -402.10	  24.00	  30.30	   8.60	     59653.0
 2022 02 02 18 28 00 000    1.53   4.29   5.83  -402.40	  25.40	  28.70	   8.50	     58600.0
 2022 02 02 18 29 00 000    1.36   4.75   5.46  -402.10	  25.80	  25.70	   8.16	     59869.0
 2022 02 02 18 30 00 000    1.36   4.66   5.62  -402.70	  25.20	  27.40	   8.28	     59633.0
 2022 02 02 18 31 00 000    1.02   4.67   5.69  -402.40	  25.90	  26.00	   8.32	     57721.0
 2022 02 02 18 32 00 000    0.82   5.02   5.28  -402.50	  27.90	  29.00	   8.29	     59192.0
 2022 02 02 18 33 00 000    0.70   5.35   4.68  -403.50	  27.60	  22.90	   8.68	     69946.0
 2022 02 02 18 34 00 000    0.77   4.88   5.19  -401.70	  25.10	  26.60	   8.36	     62643.0
 2022 02 02 18 35 00 000    0.73   5.28   4.71  -402.80	  26.50	  23.50	   8.12	     65217.0
 2022 02 02 18 36 00 000    0.55   5.78   4.06  -402.30	  19.40	  29.40	   7.74	     64138.0
 2022 02 02 18 37 00 000    0.83   4.77   4.93  -401.60	  16.80	  33.50	   7.71	     64403.0
 2022 02 02 18 38 00 000    1.39   5.42   4.26  -403.90	  21.70	  27.10	   7.74	     68037.0
 2022 02 02 18 39 00 000    1.37   5.30   4.07  -405.50	  23.80	  20.50	   8.00	     74094.0
 2022 02 02 18 40 00 000    1.55   4.31   4.57  -406.20	  29.90	  13.10	   8.06	     77753.0
 2022 02 02 18 41 00 000    1.58   4.95   4.06  -406.40	  27.50	  16.50	   7.67	     76074.0
 2022 02 02 18 42 00 000    1.47   4.54   4.63  -404.00	  20.30	  20.30	   7.34	     76059.0
 2022 02 02 18 43 00 000    0.92   4.30   5.22  -404.50	  20.90	  25.40	   7.31	     73916.0
 2022 02 02 18 44 00 000    2.08   5.74   3.36  -408.10	  21.10	  18.40	   6.71	     81452.0
 2022 02 02 18 45 00 000    2.10   6.32   2.69  -408.60	  34.00	  16.40	   6.44	     91629.0
 2022 02 02 18 46 00 000    1.32   5.51   4.08  -409.50	  25.00	  11.40	   6.55	     89275.0
 2022 02 02 18 47 00 000    1.29   5.22   4.80  -406.90	  25.80	  16.70	   6.93	     74609.0
 2022 02 02 18 48 00 000    1.31   4.60   5.30  -407.50	  28.50	  10.60	   6.98	     80094.0
 2022 02 02 18 49 00 000    1.35   4.09   5.53  -410.40	  23.80	   8.30	   7.37	     83274.0
 2022 02 02 18 50 00 000    1.20   3.94   5.74  -410.80	  24.50	   6.60	   6.88	     86535.0
 2022 02 02 18 51 00 000    0.98   3.60   5.99  -410.40	  22.30	   5.40	   7.21	     86274.0
 2022 02 02 18 52 00 000    1.02   3.32   6.12  -410.40	  24.00	   8.20	   7.39	     88243.0
 2022 02 02 18 53 00 000    0.98   3.09   6.41  -413.30	  17.00	  14.00	   6.93	     83844.0
 2022 02 02 18 54 00 000    1.27   4.46   5.01  -413.30	  22.60	   9.30	   6.99	     91097.0
 2022 02 02 18 55 00 000    1.38   5.31   4.56  -413.10	  25.80	   4.40	   6.69	     91134.0
 2022 02 02 18 56 00 000    0.88   3.04   6.32  -416.00	  15.40	  19.00	   7.02	     78699.0
 2022 02 02 18 57 00 000    0.73   2.58   6.15  -416.90	  11.30	  20.50	   7.58	     80605.0
 2022 02 02 18 58 00 000    1.21   2.79   5.98  -415.30	  12.70	  16.80	   7.16	     87535.0
 2022 02 02 18 59 00 000    1.01   2.77   6.11  -416.60	  14.70	  14.40	   6.96	     83817.0
 2022 02 02 19 00 00 000    0.99   4.18   5.51  -416.50	  20.50	   9.80	   6.45	     87898.0
 2022 02 02 19 01 00 000    1.23   4.61   5.08  -413.30	  26.30	   3.20	   6.32	     94946.0
 2022 02 02 19 02 00 000    1.00   4.48   5.25  -412.20	  31.30	  -1.30	   6.14	     94955.0
 2022 02 02 19 03 00 000    1.31   4.36   5.35  -408.30	  36.00	   9.40	   6.60	     76772.0
 2022 02 02 19 04 00 000    1.65   4.59   4.88  -407.00	  36.40	  11.30	   6.57	     79038.0
 2022 02 02 19 05 00 000    1.51   4.61   5.21  -406.80	  35.80	  10.90	   6.34	     76605.0
 2022 02 02 19 06 00 000    1.48   3.79   5.50  -407.20	  35.20	  14.00	   6.36	     81120.0
 2022 02 02 19 07 00 000    2.20   5.78   3.46  -412.00	  25.80	   1.60	   6.17	     97002.0
 2022 02 02 19 08 00 000    2.83   6.54   0.40  -411.40	  36.70	  -8.00	   5.99	     91867.0
 2022 02 02 19 09 00 000    2.81   6.38   1.59  -417.20	  33.00	  -1.10	   6.45	     94562.0
 2022 02 02 19 10 00 000    3.15   6.13   0.78  -414.40	  27.40	  -0.60	   6.43	    101741.0
 2022 02 02 19 11 00 000    3.32   6.03   0.95  -409.30	  33.80	   1.90	   5.96	     85697.0
 2022 02 02 19 12 00 000    2.95   6.02   2.27  -413.20	  31.90	  -4.30	   5.84	     99773.0
 2022 02 02 19 13 00 000    2.73   5.85   3.11  -413.90	  30.80	  -2.30	   5.75	    100833.0
 2022 02 02 19 14 00 000    3.05   5.72   2.95  -412.30	  30.60	  -4.90	   5.58	    100861.0
 2022 02 02 19 15 00 000    3.14   5.55   3.19  -413.30	  30.80	  -7.20	   5.64	    100276.0
 2022 02 02 19 16 00 000    2.88   5.08   3.88  -413.40	  26.50	  -2.30	   5.87	     97309.0
 2022 02 02 19 17 00 000    3.21   5.59   2.86  -412.30	  33.90	  -1.70	   5.52	    101017.0
 2022 02 02 19 18 00 000    3.45   5.43   3.24  -414.40	  31.50	  -1.20	   5.52	     98306.0
 2022 02 02 19 19 00 000    3.90   5.55   2.73  -414.00	  36.30	   1.60	   5.37	     98064.0
 2022 02 02 19 20 00 000    3.83   5.63   2.56  -414.00	  35.30	  -2.30	   5.33	     98599.0
 2022 02 02 19 21 00 000    4.30   5.68   1.73  -415.20	  31.50	  -0.70	   5.32	     99858.0
 2022 02 02 19 22 00 000    3.95   5.59   2.09  -412.60	  35.50	  -2.80	   5.24	    100529.0
 2022 02 02 19 23 00 000    2.70   5.49   2.87  -412.50	  37.60	   0.40	   5.34	    101855.0
 2022 02 02 19 24 00 000    2.37   5.84   2.36  -415.60	  37.40	  -6.50	   5.44	     98923.0
 2022 02 02 19 25 00 000    2.82   5.54   3.18  -412.10	  36.40	   6.20	   5.82	     98241.0
